SL No,Airline,AirlineID,Source,SourceID,Target,TargetID,A,B,C,Source_Country,Target_Country
66695,ZH,4611,PEK,3364,NDG,6413,Y,0,737,China,China
66696,ZH,4611,PEK,3364,NGB,3387,Y,0,737,China,China
66697,ZH,4611,PEK,3364,NKG,3388,Y,0,320 737,China,China
66698,ZH,4611,PEK,3364,NNG,3373,,0,738,China,China
66699,ZH,4611,PEK,3364,NTG,5475,Y,0,737,China,#N/A
66700,ZH,4611,PEK,3364,PVG,3406,,0,330 737,China,China
66701,ZH,4611,PEK,3364,RLK,8630,Y,0,737,China,China
66702,ZH,4611,PEK,3364,SHA,3391,Y,0,777 747 737 330,China,China
66703,ZH,4611,PEK,3364,SHE,4144,Y,0,320 737,China,China
66704,ZH,4611,PEK,3364,SWA,4302,Y,0,737,China,China
66705,ZH,4611,PEK,3364,SYX,4030,Y,0,320 330,China,China
66706,ZH,4611,PEK,3364,SZX,3374,,0,738 739,China,China
66707,ZH,4611,PEK,3364,TAO,3390,Y,0,320 737,China,China
66708,ZH,4611,PEK,3364,TGO,6348,Y,0,737,China,China
66709,ZH,4611,PEK,3364,TXN,6387,Y,0,737,China,China
66710,ZH,4611,PEK,3364,TYN,3369,Y,0,737,China,China
66711,ZH,4611,PEK,3364,URC,3399,Y,0,737 777 320,China,China
66712,ZH,4611,PEK,3364,WNZ,6392,Y,0,737 320 319,China,China
66713,ZH,4611,PEK,3364,WUA,6955,Y,0,737,China,China
66714,ZH,4611,PEK,3364,WUH,3376,,0,320,China,China
66715,ZH,4611,PEK,3364,WUX,6390,,0,738,China,China
66716,ZH,4611,PEK,3364,XFN,6360,Y,0,737,China,China
66717,ZH,4611,PEK,3364,XIL,6350,Y,0,737,China,China
66718,ZH,4611,PEK,3364,XIY,3379,Y,0,737 330 320,China,China
66719,ZH,4611,PEK,3364,XMN,3383,,0,737,China,China
66720,ZH,4611,PEK,3364,XNN,6366,Y,0,737,China,China
66721,ZH,4611,PEK,3364,YBP,4110,Y,0,737,China,China
66722,ZH,4611,PEK,3364,YCU,6430,Y,0,737,China,China
66723,ZH,4611,PEK,3364,YIC,9107,,0,320,China,China
66724,ZH,4611,PEK,3364,YIH,6361,Y,0,737,China,China
66725,ZH,4611,PEK,3364,YIW,6394,Y,0,737,China,China
66726,ZH,4611,PEK,3364,YNJ,6414,Y,0,737,China,China
66727,ZH,4611,PEK,3364,YNT,3392,Y,0,737,China,China
66728,ZH,4611,PEK,3364,YNZ,6393,Y,0,737,China,China
66729,ZH,4611,PEK,3364,YTY,8876,Y,0,737,China,China
66730,ZH,4611,PEK,3364,ZHA,6357,Y,0,737,China,China
66731,ZH,4611,PEK,3364,ZUH,6355,Y,0,737 320,China,China
66732,ZH,4611,PEK,3364,ZYI,9846,Y,0,737,China,China
66733,ZH,4611,PVG,3406,CAN,3370,Y,0,340 330 320,China,China
66734,ZH,4611,PVG,3406,CKG,3393,,0,737,China,China
66735,ZH,4611,PVG,3406,CTU,3395,,0,319,China,China
66736,ZH,4611,PVG,3406,DLC,3404,,0,737,China,China
66737,ZH,4611,PVG,3406,HET,6345,Y,0,320,China,China
66738,ZH,4611,PVG,3406,INC,4085,Y,0,320,China,China
66739,ZH,4611,PVG,3406,JJN,6386,,0,320,China,China
66740,ZH,4611,PVG,3406,JZH,4301,Y,0,319,China,China
66741,ZH,4611,PVG,3406,KHN,3384,,0,320,China,China
66742,ZH,4611,PVG,3406,KMG,3382,,0,738,China,China
66743,ZH,4611,PVG,3406,KWE,3394,Y,0,320,China,China
66744,ZH,4611,PVG,3406,KWL,3372,Y,0,320,China,China
66745,ZH,4611,PVG,3406,PEK,3364,,0,330 737,China,China
66746,ZH,4611,PVG,3406,SZX,3374,,0,739 738,China,China
66747,ZH,4611,PVG,3406,WNZ,6392,Y,0,319 320,China,China
66748,ZH,4611,PVG,3406,XIY,3379,Y,0,320,China,China
66750,ZH,4611,RLK,8630,PEK,3364,Y,0,737,China,China
66751,ZH,4611,SHA,3391,CAN,3370,Y,0,737,China,China
66752,ZH,4611,SHA,3391,CKG,3393,Y,0,737,China,China
66753,ZH,4611,SHA,3391,CTU,3395,Y,0,330,China,China
66754,ZH,4611,SHA,3391,JDZ,6380,,0,320,China,China
66755,ZH,4611,SHA,3391,PEK,3364,Y,0,330 747 777 737,China,China
66756,ZH,4611,SHA,3391,SZX,3374,,0,738,China,China
66757,ZH,4611,SHA,3391,TSN,3368,Y,0,737,China,China
66758,ZH,4611,SHE,4144,CAN,3370,,0,320,China,China
66759,ZH,4611,SHE,4144,CGO,3375,,0,320 738,China,China
66760,ZH,4611,SHE,4144,CTU,3395,Y,0,320,China,China
66761,ZH,4611,SHE,4144,CZX,4109,,0,320,China,China
66762,ZH,4611,SHE,4144,HET,6345,,0,320,China,China
66763,ZH,4611,SHE,4144,HGH,3386,,0,320,China,China
66764,ZH,4611,SHE,4144,LYI,6385,,0,320,China,China
66765,ZH,4611,SHE,4144,NKG,3388,,0,320,China,China
66766,ZH,4611,SHE,4144,NTG,5475,,0,738,China,#N/A
66767,ZH,4611,SHE,4144,PEK,3364,Y,0,320 737,China,China
66768,ZH,4611,SHE,4144,SZX,3374,,0,320,China,China
66769,ZH,4611,SHE,4144,TPE,2276,,0,320,China,Taiwan
66770,ZH,4611,SHE,4144,TYN,3369,,0,320,China,China
66771,ZH,4611,SHE,4144,WNZ,6392,,0,320,China,China
66772,ZH,4611,SHE,4144,WUH,3376,,0,738,China,China
66773,ZH,4611,SHE,4144,WUX,6390,,0,738 320,China,China
66774,ZH,4611,SHE,4144,XIY,3379,,0,320,China,China
66775,ZH,4611,SIN,3316,SZX,3374,,0,320 738 319,Singapore,China
66776,ZH,4611,SWA,4302,CTU,3395,Y,0,319,China,China
66777,ZH,4611,SWA,4302,PEK,3364,Y,0,737,China,China
66778,ZH,4611,SYX,4030,CTU,3395,Y,0,320 319,China,China
66779,ZH,4611,SYX,4030,KWE,3394,,0,320,China,China
66780,ZH,4611,SYX,4030,NNG,3373,,0,320,China,China
66781,ZH,4611,SYX,4030,PEK,3364,Y,0,320 330,China,China
66782,ZH,4611,SYX,4030,SZX,3374,,0,320,China,China
66783,ZH,4611,SYX,4030,TYN,3369,,0,320,China,China
66784,ZH,4611,SYX,4030,WNZ,6392,,0,320,China,China
66785,ZH,4611,SYX,4030,WUX,6390,,0,320,China,China
66786,ZH,4611,SZX,3374,BKK,3885,,0,738,China,Thailand
66787,ZH,4611,SZX,3374,CGO,3375,,0,320 738,China,China
66788,ZH,4611,SZX,3374,CGQ,4380,,0,320 738,China,China
66789,ZH,4611,SZX,3374,CKG,3393,,0,738 739,China,China
66790,ZH,4611,SZX,3374,CSX,3371,,0,319,China,China
66791,ZH,4611,SZX,3374,CTU,3395,,0,738,China,China
66792,ZH,4611,SZX,3374,CZX,4109,,0,320,China,China
66793,ZH,4611,SZX,3374,DAX,6397,Y,0,319,China,China
66794,ZH,4611,SZX,3374,DLC,3404,,0,738,China,China
66795,ZH,4611,SZX,3374,FOC,3385,,0,320,China,China
66796,ZH,4611,SZX,3374,GYS,6398,,0,319,China,China
66797,ZH,4611,SZX,3374,HAK,4120,,0,320 738 319,China,China
66798,ZH,4611,SZX,3374,HFE,3389,,0,738 320,China,China
66799,ZH,4611,SZX,3374,HGH,3386,,0,738,China,China
66800,ZH,4611,SZX,3374,HRB,3400,,0,320 738,China,China
66801,ZH,4611,SZX,3374,HYN,6384,,0,738,China,China
66802,ZH,4611,SZX,3374,ICN,3930,,0,738,China,South Korea
66803,ZH,4611,SZX,3374,JDZ,6380,,0,320,China,China
66804,ZH,4611,SZX,3374,JJN,6386,,0,320,China,China
66805,ZH,4611,SZX,3374,JUZ,6382,,0,320,China,China
66806,ZH,4611,SZX,3374,KHN,3384,,0,320 319,China,China
66807,ZH,4611,SZX,3374,KMG,3382,,0,738,China,China
66808,ZH,4611,SZX,3374,KWE,3394,,0,738 320,China,China
66809,ZH,4611,SZX,3374,KWL,3372,,0,319,China,China
66810,ZH,4611,SZX,3374,MIG,6400,,0,320 738,China,China
66811,ZH,4611,SZX,3374,NKG,3388,,0,738 737,China,China
66812,ZH,4611,SZX,3374,NNG,3373,,0,738,China,China
66813,ZH,4611,SZX,3374,NTG,5475,,0,738,China,#N/A
66814,ZH,4611,SZX,3374,PEK,3364,,0,739 738,China,China
66815,ZH,4611,SZX,3374,PVG,3406,,0,739 738,China,China
66816,ZH,4611,SZX,3374,SHA,3391,,0,738,China,China
66817,ZH,4611,SZX,3374,SHE,4144,,0,320,China,China
66818,ZH,4611,SZX,3374,SIN,3316,,0,320 738 319,China,Singapore
66819,ZH,4611,SZX,3374,SYX,4030,,0,320,China,China
66820,ZH,4611,SZX,3374,TAO,3390,,0,320,China,China
66821,ZH,4611,SZX,3374,TNA,4108,,0,738,China,China
66822,ZH,4611,SZX,3374,TPE,2276,,0,738,China,Taiwan
66823,ZH,4611,SZX,3374,TSN,3368,,0,738,China,China
66824,ZH,4611,SZX,3374,TYN,3369,,0,320 738,China,China
66825,ZH,4611,SZX,3374,WNZ,6392,,0,320,China,China
66826,ZH,4611,SZX,3374,WUH,3376,,0,320,China,China
66827,ZH,4611,SZX,3374,WUX,6390,,0,738,China,China
66828,ZH,4611,SZX,3374,XFN,6360,,0,319,China,China
66829,ZH,4611,SZX,3374,XIY,3379,,0,320,China,China
66830,ZH,4611,SZX,3374,XMN,3383,,0,320,China,China
66831,ZH,4611,SZX,3374,YBP,4110,,0,319,China,China
66832,ZH,4611,SZX,3374,YCU,6430,,0,320,China,China
66833,ZH,4611,SZX,3374,YIC,9107,,0,320,China,China
66834,ZH,4611,SZX,3374,YIH,6361,,0,320,China,China
66835,ZH,4611,SZX,3374,YTY,8876,,0,320,China,China
66836,ZH,4611,SZX,3374,ZHA,6357,,0,738,China,China
66837,ZH,4611,TAO,3390,CGQ,4380,Y,0,319,China,China
66838,ZH,4611,TAO,3390,CSX,3371,,0,738,China,China
66839,ZH,4611,TAO,3390,CTU,3395,Y,0,320,China,China
66840,ZH,4611,TAO,3390,HGH,3386,Y,0,319,China,China
66841,ZH,4611,TAO,3390,KHN,3384,,0,320,China,China
66842,ZH,4611,TAO,3390,PEK,3364,Y,0,737 320,China,China
66843,ZH,4611,TAO,3390,SZX,3374,,0,320,China,China
66844,ZH,4611,TGO,6348,PEK,3364,Y,0,737,China,China
66845,ZH,4611,TNA,4108,CAN,3370,,0,738,China,China
66846,ZH,4611,TNA,4108,CTU,3395,Y,0,320,China,China
66847,ZH,4611,TNA,4108,DLC,3404,,0,738,China,China
66848,ZH,4611,TNA,4108,FOC,3385,,0,738,China,China
66849,ZH,4611,TNA,4108,HRB,3400,Y,0,738,China,China
66850,ZH,4611,TNA,4108,KMG,3382,Y,0,738,China,China
66851,ZH,4611,TNA,4108,SZX,3374,,0,738,China,China
66856,ZH,4611,TSN,3368,CAN,3370,Y,0,737,China,China
66857,ZH,4611,TSN,3368,CKG,3393,Y,0,737,China,China
66858,ZH,4611,TSN,3368,CSX,3371,Y,0,737,China,China
66859,ZH,4611,TSN,3368,CTU,3395,Y,0,737,China,China
66860,ZH,4611,TSN,3368,DLC,3404,,0,737,China,China
66861,ZH,4611,TSN,3368,HAK,4120,Y,0,737,China,China
66862,ZH,4611,TSN,3368,HRB,3400,Y,0,737,China,China
66863,ZH,4611,TSN,3368,KMG,3382,Y,0,737,China,China
66864,ZH,4611,TSN,3368,NTG,5475,,0,320,China,#N/A
66865,ZH,4611,TSN,3368,SHA,3391,Y,0,737,China,China
66866,ZH,4611,TSN,3368,SZX,3374,,0,738,China,China
66867,ZH,4611,TSN,3368,XIY,3379,Y,0,737,China,China
66868,ZH,4611,TSN,3368,XMN,3383,Y,0,737,China,China
66869,ZH,4611,TSN,3368,YCU,6430,Y,0,737,China,China
66870,ZH,4611,TXN,6387,PEK,3364,Y,0,737,China,China
66871,ZH,4611,TYN,3369,CTU,3395,Y,0,320,China,China
66872,ZH,4611,TYN,3369,DLC,3404,Y,0,737,China,China
66873,ZH,4611,TYN,3369,HRB,3400,,0,320,China,China
66874,ZH,4611,TYN,3369,KMG,3382,,0,320,China,China
66875,ZH,4611,TYN,3369,PEK,3364,Y,0,737,China,China
66876,ZH,4611,TYN,3369,SHE,4144,,0,320,China,China
66877,ZH,4611,TYN,3369,SYX,4030,,0,320,China,China
66878,ZH,4611,TYN,3369,SZX,3374,,0,320 738,China,China
66879,ZH,4611,URC,3399,CGO,3375,,0,320,China,China
66880,ZH,4611,URC,3399,CKG,3393,Y,0,737,China,China
66881,ZH,4611,URC,3399,CTU,3395,Y,0,320,China,China
66882,ZH,4611,URC,3399,HTN,3398,Y,0,737,China,China
66883,ZH,4611,URC,3399,KHG,3397,Y,0,737,China,China
66884,ZH,4611,URC,3399,PEK,3364,Y,0,737 777 320,China,China
66885,ZH,4611,URC,3399,XIY,3379,Y,0,737 320,China,China
66886,ZH,4611,URC,3399,YCU,6430,Y,0,320,China,China
66887,ZH,4611,UYN,6368,CTU,3395,Y,0,319,China,China
66888,ZH,4611,WNZ,6392,CAN,3370,,0,738 320,China,China
66889,ZH,4611,WNZ,6392,CKG,3393,Y,0,319,China,China
66890,ZH,4611,WNZ,6392,CTU,3395,Y,0,320,China,China
66891,ZH,4611,WNZ,6392,KMG,3382,Y,0,737,China,China
66892,ZH,4611,WNZ,6392,KWE,3394,Y,0,319,China,China
66893,ZH,4611,WNZ,6392,PEK,3364,Y,0,320 737 319,China,China
66894,ZH,4611,WNZ,6392,PVG,3406,Y,0,319 320,China,China
66895,ZH,4611,WNZ,6392,SHE,4144,,0,320,China,China
66896,ZH,4611,WNZ,6392,SYX,4030,,0,320,China,China
66897,ZH,4611,WNZ,6392,SZX,3374,,0,320,China,China
66898,ZH,4611,WNZ,6392,XIY,3379,Y,0,320,China,China
66899,ZH,4611,WUA,6955,PEK,3364,Y,0,737,China,China
66900,ZH,4611,WUH,3376,CAN,3370,,0,320 738 737,China,China
66901,ZH,4611,WUH,3376,CGQ,4380,,0,738,China,China
66902,ZH,4611,WUH,3376,CTU,3395,,0,320,China,China
66903,ZH,4611,WUH,3376,HET,6345,,0,320,China,China
66904,ZH,4611,WUH,3376,KMG,3382,,0,738,China,China
66905,ZH,4611,WUH,3376,NNG,3373,,0,738,China,China
66906,ZH,4611,WUH,3376,PEK,3364,,0,320,China,China
66907,ZH,4611,WUH,3376,SHE,4144,,0,738,China,China
66908,ZH,4611,WUH,3376,SZX,3374,,0,320,China,China
66909,ZH,4611,WUH,3376,WUX,6390,,0,738,China,China
66910,ZH,4611,WUH,3376,XMN,3383,,0,320,China,China
66911,ZH,4611,WUH,3376,XNN,6366,,0,320,China,China
66912,ZH,4611,WUH,3376,YNT,3392,,0,320,China,China
66913,ZH,4611,WUH,3376,YTY,8876,Y,0,738,China,China
66914,ZH,4611,WUX,6390,CAN,3370,,0,738,China,China
66915,ZH,4611,WUX,6390,CKG,3393,,0,738,China,China
66916,ZH,4611,WUX,6390,CSX,3371,,0,738,China,China
66917,ZH,4611,WUX,6390,CTU,3395,,0,738,China,China
66918,ZH,4611,WUX,6390,DLC,3404,,0,738,China,China
66919,ZH,4611,WUX,6390,FOC,3385,,0,738,China,China
66920,ZH,4611,WUX,6390,KIX,3992,,0,738,China,Japan
66921,ZH,4611,WUX,6390,MFM,3121,,0,738,China,Macau
66922,ZH,4611,WUX,6390,PEK,3364,,0,738,China,China
66923,ZH,4611,WUX,6390,SHE,4144,,0,320 738,China,China
66924,ZH,4611,WUX,6390,SYX,4030,,0,320,China,China
66925,ZH,4611,WUX,6390,SZX,3374,,0,738,China,China
66926,ZH,4611,WUX,6390,TPE,2276,,0,738,China,Taiwan
66927,ZH,4611,WUX,6390,WUH,3376,,0,738,China,China
66928,ZH,4611,WUX,6390,XIY,3379,,0,738,China,China
66929,ZH,4611,WUX,6390,XMN,3383,,0,738,China,China
66930,ZH,4611,WXN,6403,CAN,3370,Y,0,737,China,China
66931,ZH,4611,XFN,6360,PEK,3364,Y,0,737,China,China
66932,ZH,4611,XFN,6360,SZX,3374,,0,319,China,China
66933,ZH,4611,XIC,3396,CTU,3395,Y,0,319 320,China,China
66934,ZH,4611,XIL,6350,PEK,3364,Y,0,737,China,China
66935,ZH,4611,XIY,3379,CAN,3370,,0,738 320,China,China
66936,ZH,4611,XIY,3379,CKG,3393,Y,0,737,China,China
66937,ZH,4611,XIY,3379,CSX,3371,,0,320,China,China
66938,ZH,4611,XIY,3379,CTU,3395,Y,0,737,China,China
66939,ZH,4611,XIY,3379,DLC,3404,,0,320,China,China
66940,ZH,4611,XIY,3379,HGH,3386,,0,320,China,China
66941,ZH,4611,XIY,3379,HRB,3400,Y,0,737,China,China
66942,ZH,4611,XIY,3379,INC,4085,,0,320 738,China,China
66943,ZH,4611,XIY,3379,JDZ,6380,,0,320,China,China
66944,ZH,4611,XIY,3379,KMG,3382,Y,0,738,China,China
66945,ZH,4611,XIY,3379,KWE,3394,,0,320,China,China
66946,ZH,4611,XIY,3379,KWL,3372,Y,0,737,China,China
66947,ZH,4611,XIY,3379,LHW,3378,,0,738,China,China
66948,ZH,4611,XIY,3379,LJG,4033,,0,738,China,China
66949,ZH,4611,XIY,3379,NKG,3388,,0,738,China,China
66950,ZH,4611,XIY,3379,NNG,3373,,0,320,China,China
66951,ZH,4611,XIY,3379,PEK,3364,Y,0,320 737 330,China,China
66952,ZH,4611,XIY,3379,PVG,3406,Y,0,320,China,China
66953,ZH,4611,XIY,3379,SHE,4144,,0,320,China,China
66954,ZH,4611,XIY,3379,SZX,3374,,0,320,China,China
66955,ZH,4611,XIY,3379,TSN,3368,Y,0,737,China,China
66956,ZH,4611,XIY,3379,URC,3399,Y,0,737 320,China,China
66957,ZH,4611,XIY,3379,WNZ,6392,Y,0,320,China,China
66958,ZH,4611,XIY,3379,WUX,6390,,0,738,China,China
66959,ZH,4611,XIY,3379,XNN,6366,,0,738 320,China,China
66960,ZH,4611,XIY,3379,YNT,3392,,0,320,China,China
66961,ZH,4611,XIY,3379,YTY,8876,,0,320,China,China
66962,ZH,4611,XMN,3383,CAN,3370,,0,320,China,China
66963,ZH,4611,XMN,3383,CKG,3393,Y,0,737,China,China
66964,ZH,4611,XMN,3383,CTU,3395,Y,0,320,China,China
66965,ZH,4611,XMN,3383,KMG,3382,Y,0,738,China,China
66966,ZH,4611,XMN,3383,NKG,3388,,0,738,China,China
66967,ZH,4611,XMN,3383,NNG,3373,Y,0,738,China,China
66968,ZH,4611,XMN,3383,NRT,2279,Y,0,763,China,Japan
66969,ZH,4611,XMN,3383,NTG,5475,,0,738,China,#N/A
66970,ZH,4611,XMN,3383,PEK,3364,,0,737,China,China
66971,ZH,4611,XMN,3383,SZX,3374,,0,320,China,China
66972,ZH,4611,XMN,3383,TSN,3368,Y,0,737,China,China
66973,ZH,4611,XMN,3383,WUH,3376,,0,320,China,China
66974,ZH,4611,XMN,3383,WUX,6390,,0,738,China,China
66975,ZH,4611,XMN,3383,YTY,8876,,0,320,China,China
66976,ZH,4611,XNN,6366,CGO,3375,Y,0,319,China,China
66977,ZH,4611,XNN,6366,CTU,3395,Y,0,320,China,China
66978,ZH,4611,XNN,6366,PEK,3364,Y,0,737,China,China
66979,ZH,4611,XNN,6366,WUH,3376,,0,320,China,China
66980,ZH,4611,XNN,6366,XIY,3379,,0,738 320,China,China
66981,ZH,4611,YBP,4110,CAN,3370,Y,0,737,China,China
66982,ZH,4611,YBP,4110,PEK,3364,Y,0,737,China,China
66983,ZH,4611,YBP,4110,SZX,3374,,0,319,China,China
66984,ZH,4611,YCU,6430,CAN,3370,Y,0,737,China,China
66985,ZH,4611,YCU,6430,CTU,3395,Y,0,319,China,China
66986,ZH,4611,YCU,6430,HGH,3386,Y,0,320,China,China
66987,ZH,4611,YCU,6430,KMG,3382,Y,0,737,China,China
66988,ZH,4611,YCU,6430,PEK,3364,Y,0,737,China,China
66989,ZH,4611,YCU,6430,SZX,3374,,0,320,China,China
66990,ZH,4611,YCU,6430,TSN,3368,Y,0,737,China,China
66991,ZH,4611,YCU,6430,URC,3399,Y,0,320,China,China
66992,ZH,4611,YIC,9107,PEK,3364,,0,320,China,China
66993,ZH,4611,YIC,9107,SZX,3374,,0,320,China,China
66994,ZH,4611,YIH,6361,PEK,3364,Y,0,737,China,China
66995,ZH,4611,YIH,6361,SZX,3374,,0,320,China,China
66996,ZH,4611,YIN,6409,CTU,3395,Y,0,319,China,China
66997,ZH,4611,YIW,6394,CTU,3395,Y,0,319,China,China
66998,ZH,4611,YIW,6394,PEK,3364,Y,0,737,China,China
66999,ZH,4611,YNJ,6414,PEK,3364,Y,0,737,China,China
67000,ZH,4611,YNT,3392,CGQ,4380,,0,320 CRJ,China,China
67001,ZH,4611,YNT,3392,CTU,3395,Y,0,319,China,China
67002,ZH,4611,YNT,3392,HRB,3400,,0,738 737,China,China
67003,ZH,4611,YNT,3392,NKG,3388,,0,738,China,China
67004,ZH,4611,YNT,3392,PEK,3364,Y,0,737,China,China
67005,ZH,4611,YNT,3392,WUH,3376,,0,320,China,China
67006,ZH,4611,YNT,3392,XIY,3379,,0,320,China,China
67007,ZH,4611,YNZ,6393,PEK,3364,Y,0,737,China,China
67008,ZH,4611,YTY,8876,CKG,3393,Y,0,737,China,China
67009,ZH,4611,YTY,8876,PEK,3364,Y,0,737,China,China
67010,ZH,4611,YTY,8876,SZX,3374,,0,320,China,China
67011,ZH,4611,YTY,8876,WUH,3376,Y,0,738,China,China
67012,ZH,4611,YTY,8876,XIY,3379,,0,320,China,China
67013,ZH,4611,YTY,8876,XMN,3383,,0,320,China,China
67014,ZH,4611,ZHA,6357,CTU,3395,Y,0,319,China,China
67015,ZH,4611,ZHA,6357,PEK,3364,Y,0,737,China,China
67016,ZH,4611,ZHA,6357,SZX,3374,,0,738,China,China
67017,ZH,4611,ZUH,6355,CKG,3393,Y,0,737,China,China
67018,ZH,4611,ZUH,6355,CTU,3395,Y,0,319,China,China
67019,ZH,4611,ZUH,6355,FOC,3385,,0,738,China,China
67020,ZH,4611,ZUH,6355,HYN,6384,,0,738,China,China
67021,ZH,4611,ZUH,6355,NNG,3373,,0,738,China,China
67022,ZH,4611,ZUH,6355,PEK,3364,Y,0,737 320,China,China
67023,ZH,4611,ZYI,9846,PEK,3364,Y,0,737,China,China
183,2P,897,DWC,8076,MNL,2397,,0,330,United Arab Emirates,Philippines
378,3K,3021,BKK,3885,SIN,3316,,0,320,Thailand,Singapore
379,3K,3021,DRW,3999,SIN,3316,,0,320,Australia,Singapore
382,3K,3021,HKG,3077,SIN,3316,,0,320,Hong Kong,Singapore
383,3K,3021,HKT,3179,SIN,3316,,0,320,Thailand,Singapore
384,3K,3021,KIX,3992,MNL,2397,,0,320,Japan,Philippines
390,3K,3021,PER,3351,SIN,3316,,0,320,Australia,Singapore
391,3K,3021,PNH,3034,SIN,3316,,0,320,Cambodia,Singapore
392,3K,3021,REP,3035,SIN,3316,,0,320,Cambodia,Singapore
393,3K,3021,RGN,3239,SIN,3316,,0,320,Burma,Singapore
394,3K,3021,SGN,3205,SIN,3316,,0,320,Vietnam,Singapore
413,3K,3021,TPE,2276,SIN,3316,,0,320,Taiwan,Singapore
719,3U,4608,DCY,9310,CTU,3395,,0,319,#N/A,China
750,3U,4608,HKG,3077,CTU,3395,,0,320,Hong Kong,China
751,3U,4608,HKG,3077,YIH,6361,,0,320,Hong Kong,China
752,3U,4608,HKG,3077,ZHA,6357,,0,319,Hong Kong,China
753,3U,4608,HKT,3179,CKG,3393,,0,321,Thailand,China
754,3U,4608,HKT,3179,CTU,3395,,0,321,Thailand,China
769,3U,4608,ICN,3930,CTU,3395,,0,321,South Korea,China
777,3U,4608,JIQ,8781,CTU,3395,,0,320,#N/A,China
834,3U,4608,MEL,3339,CTU,3395,,0,330,Australia,China
858,3U,4608,NTG,5475,WUH,3376,,0,319,#N/A,China
859,3U,4608,NZH,6954,HRB,3400,,0,321,#N/A,China
867,3U,4608,PZI,6435,CKG,3393,,0,319,#N/A,China
868,3U,4608,PZI,6435,CTU,3395,,0,319,#N/A,China
869,3U,4608,SGN,3205,NNG,3373,,0,320,Vietnam,China
880,3U,4608,SPN,2244,CAN,3370,,0,330,Northern Mariana Islands,China
881,3U,4608,SPN,2244,PVG,3406,,0,330,Northern Mariana Islands,China
883,3U,4608,SYD,3361,CKG,3393,,0,330,Australia,China
907,3U,4608,TPE,2276,KMG,3382,,0,320,Taiwan,China
908,3U,4608,TSA,2275,CKG,3393,,0,320,Taiwan,China
909,3U,4608,TSA,2275,CTU,3395,,0,320,Taiwan,China
916,3U,4608,TVS,8858,TYN,3369,,0,319,#N/A,China
986,3U,4608,YVR,156,SHE,4144,,0,330,Canada,China
1039,4H,8463,DAC,3076,KUL,3304,,0,AT7,Bangladesh,Malaysia
1804,5J,1683,BKK,3885,MNL,2397,,0,320,Thailand,Philippines
1805,5J,1683,BWN,3272,MNL,2397,,0,320,Brunei,Philippines
1862,5J,1683,DXB,2188,MNL,2397,,0,330,United Arab Emirates,Philippines
1866,5J,1683,HAN,3199,MNL,2397,,0,319,Vietnam,Philippines
1867,5J,1683,HKG,3077,CEB,4206,,0,320,Hong Kong,Philippines
1868,5J,1683,HKG,3077,CRK,4140,,0,319,Hong Kong,Philippines
1869,5J,1683,HKG,3077,ILO,2429,,0,319,Hong Kong,Philippines
1870,5J,1683,HKG,3077,MNL,2397,,0,320,Hong Kong,Philippines
1871,5J,1683,HKT,3179,MNL,2397,,0,320,Thailand,Philippines
1873,5J,1683,ICN,3930,CEB,4206,,0,320,South Korea,Philippines
1874,5J,1683,ICN,3930,KLO,2430,,0,320,South Korea,Philippines
1875,5J,1683,ICN,3930,MNL,2397,,0,330,South Korea,Philippines
1884,5J,1683,KIX,3992,MNL,2397,,0,320,Japan,Philippines
1892,5J,1683,MFM,3121,CRK,4140,,0,319,Macau,Philippines
1893,5J,1683,MFM,3121,MNL,2397,,0,319,Macau,Philippines
1947,5J,1683,NGO,3942,MNL,2397,,0,320,Japan,Philippines
1948,5J,1683,NRT,2279,MNL,2397,,0,320,Japan,Philippines
1958,5J,1683,PUS,2372,CEB,4206,,0,320,South Korea,Philippines
1959,5J,1683,PUS,2372,MNL,2397,,0,320,South Korea,Philippines
1961,5J,1683,REP,3035,MNL,2397,,0,320,Cambodia,Philippines
1963,5J,1683,SGN,3205,MNL,2397,,0,320,Vietnam,Philippines
1973,5J,1683,TPE,2276,MNL,2397,,0,320,Taiwan,Philippines
2270,6E,2850,MAA,3144,SIN,3316,,0,320,India,Singapore
2411,7C,2994,ICN,3930,CEB,4206,,0,737,South Korea,Philippines
2416,7C,2994,ICN,3930,MNL,2397,,0,737,South Korea,Philippines
2419,7C,2994,ICN,3930,TAO,3390,,0,737,South Korea,China
2797,7J,9531,DYU,2979,URC,3399,,0,752,Tajikistan,China
2927,8B,17408,BKK,3885,CKG,3393,,0,763,Thailand,China
2934,8B,17408,HKT,3179,CKG,3393,,0,763,Thailand,China
3163,8M,3432,RGN,3239,CAN,3370,,0,320,Burma,China
3165,8M,3432,RGN,3239,KUL,3304,,0,320,Burma,Malaysia
3167,8M,3432,RGN,3239,SIN,3316,,0,320,Burma,Singapore
3364,9C,15999,BKK,3885,PVG,3406,,0,320,Thailand,China
3370,9C,15999,CJU,2370,PVG,3406,,0,320,South Korea,China
3375,9C,15999,CNX,3931,PVG,3406,,0,320,Thailand,China
3390,9C,15999,HIA,7898,HRB,3400,,0,320,#N/A,China
3391,9C,15999,HIA,7898,SZX,3374,,0,320,#N/A,China
3392,9C,15999,HKG,3077,PVG,3406,,0,320,Hong Kong,China
3393,9C,15999,HKT,3179,PVG,3406,,0,320,Thailand,China
3396,9C,15999,HSG,5996,PVG,3406,,0,320,Japan,China
